Agent	Subject	condition1	condition2	GameNb	Points	Entropy	Periodicity	Amplitude	MuIFI	StdIFI	CV	Resets	Deflations	Misses	GameSpeed	Temperature
Model	model_194171356751_1	medium	medium	1	1752	3.369285783	608	0.099916657	760.3095238	232.7863815	0.306173176	10	18	13	MMM	no
Model	model_194171356751_1	medium	medium	2	2324	3.379883382	688	0.191975538	816.0714286	202.2941509	0.2478878	1	17	21	MMM	no
Model	model_194171356751_1	medium	medium	3	2108	3.176236524	592	0.118148286	696.6343284	232.9454661	0.334387004	2	15	23	MMM	no
Model	model_194171356751_1	medium	medium	4	1864	3.662769446	752	0.191455611	928.05	301.9231925	0.325330739	0	25	34	MMM	no
Model	model_194171356751_1	medium	medium	5	2348	3.239560373	736	0.263156215	770.3764706	225.6797823	0.292947398	1	9	13	MMM	no
Model	model_194171356751_1	medium	medium	6	2500	3.272943567	656	0.177253346	756.7711864	214.7857983	0.283818679	0	20	25	MMM	no
Model	model_194171356751_1	medium	medium	7	2732	3.100508528	656	0.303136145	710.6222222	246.3030313	0.346601927	0	15	21	MMM	no
Model	model_194171356751_1	medium	medium	8	3160	3.131819128	672	0.295248211	699.1525424	220.7513989	0.315741395	0	7	10	MMM	no
Model	model_194171356751_1	medium	medium	9	3368	2.793298005	640	0.352373223	638.1506024	143.7102849	0.225198071	0	7	10	MMM	no
Model	model_194171356751_1	medium	medium	10	2952	2.816198147	688	0.300652993	665.2866242	157.1694307	0.236243184	1	7	13	MMM	no
Model	model_194171356751_1	medium	medium	11	2712	3.067570326	656	0.227888791	682.2536232	187.2521381	0.274461185	1	15	23	MMM	no
Model	model_194171356751_1	medium	medium	12	2936	3.214970518	656	0.326095968	636.4888889	130.7639302	0.205445739	0	8	19	MMM	no
Model	model_194171356751_1	medium	medium	13	2948	2.915075175	656	0.341108266	645.1895425	142.1683965	0.220351365	1	7	13	MMM	no
Model	model_194171356751_1	medium	medium	14	3364	2.851508863	640	0.372504702	616.6643836	137.6220394	0.223171701	0	2	10	MMM	no
Model	model_194171356751_1	medium	medium	15	3156	2.901129481	640	0.416901353	619.3194444	139.4831059	0.225219969	0	6	11	MMM	no
Model	model_194171356751_2	medium	medium	1	888	3.561837657	944	0.164106557	960.6086957	298.8308725	0.311084913	3	30	28	MMM	no
Model	model_194171356751_2	medium	medium	2	1512	3.273237578	848	0.257685889	918.6507937	233.3076624	0.253967736	0	28	27	MMM	no
Model	model_194171356751_2	medium	medium	3	2364	3.137407807	832	0.276703701	890.3216783	216.4741171	0.243141465	0	19	10	MMM	no
Model	model_194171356751_2	medium	medium	4	1324	3.112942106	928	0.117671526	1034.251969	253.0181584	0.244638798	2	28	19	MMM	no
Model	model_194171356751_2	medium	medium	5	1100	3.457361331	944	0.132585199	1079.407407	268.4344083	0.248686832	0	38	27	MMM	no
Model	model_194171356751_2	medium	medium	6	1316	3.272945505	880	0.279306453	963.957265	251.1879261	0.26057994	0	30	26	MMM	no
Model	model_194171356751_2	medium	medium	7	1728	3.516414785	944	0.306183412	1008.737705	156.6501691	0.155293262	0	27	24	MMM	no
Model	model_194171356751_2	medium	medium	8	1732	3.15551563	1040	0.325593352	1010.069444	197.2707408	0.195304137	0	20	18	MMM	no
Model	model_194171356751_2	medium	medium	9	2376	3.24284146	928	0.273791761	949.6449275	179.0398223	0.188533437	0	15	7	MMM	no
Model	model_194171356751_2	medium	medium	10	1948	3.176415915	880	0.384896838	857.6837607	250.3351821	0.291873524	1	14	13	MMM	no
Model	model_194171356751_2	medium	medium	11	1936	3.302275032	960	0.283153964	946.9727273	199.2364269	0.210392994	0	14	16	MMM	no
Model	model_194171356751_2	medium	medium	12	2160	3.560698982	928	0.317627147	916.8666667	243.4927697	0.265570533	0	10	10	MMM	no
Model	model_194171356751_2	medium	medium	13	1728	3.374696864	976	0.211565375	941.7475728	278.8044768	0.296050115	0	20	18	MMM	no
Model	model_194171356751_2	medium	medium	14	1520	3.410655133	960	0.343877357	935.6813187	142.3653309	0.152151516	1	22	21	MMM	no
Model	model_194171356751_2	medium	medium	15	2372	3.306591277	928	0.364541141	929.6694915	160.6300653	0.172781905	0	10	11	MMM	no
Model	model_194171356751_3	medium	medium	1	1484	3.202818943	768	0.132585103	750.5915493	250.6246044	0.333902779	24	21	30	MMM	no
Model	model_194171356751_3	medium	medium	2	2496	3.018418046	624	0.177218819	675.9646018	222.1666013	0.328666029	11	7	27	MMM	no
Model	model_194171356751_3	medium	medium	3	2288	2.95451724	608	0.239404964	619.0677966	113.7907482	0.183809833	16	11	29	MMM	no
Model	model_194171356751_3	medium	medium	4	2324	3.054267028	656	0.161018795	649.26875	192.0267794	0.295758543	19	8	20	MMM	no
Model	model_194171356751_3	medium	medium	5	2344	3.197012049	672	0.124592612	748.3040541	231.4103544	0.309246426	4	20	21	MMM	no
Model	model_194171356751_3	medium	medium	6	2736	2.874819232	640	0.374155838	609.0826446	124.7184324	0.204764384	9	4	20	MMM	no
Model	model_194171356751_3	medium	medium	7	2724	2.830219771	640	0.314618481	650.0969697	172.1017044	0.264732359	4	9	19	MMM	no
Model	model_194171356751_3	medium	medium	8	2720	3.290437801	688	0.254693822	658.4827586	151.7353346	0.23043175	5	10	21	MMM	no
Model	model_194171356751_3	medium	medium	9	3164	2.968267502	688	0.250195735	652.4962406	167.2272608	0.256288466	5	2	9	MMM	no
Model	model_194171356751_3	medium	medium	10	2740	3.021592263	608	0.311273211	628.0857143	184.3209475	0.293464639	5	6	16	MMM	no
Model	model_194171356751_3	medium	medium	11	2764	2.947608121	640	0.341884009	644.5833333	118.9820423	0.184587525	8	2	10	MMM	no
Model	model_194171356751_3	medium	medium	12	3356	2.671825877	640	0.35312194	620.6555024	128.6055353	0.207209208	0	10	15	MMM	no
Model	model_194171356751_3	medium	medium	13	2520	3.023222258	640	0.344259395	626.0446429	161.0681637	0.257279038	10	10	21	MMM	no
Model	model_194171356751_3	medium	medium	14	2780	2.850973598	656	0.362810569	612.3785714	133.0375064	0.217247162	10	3	6	MMM	no
Model	model_194171356751_3	medium	medium	15	3180	2.558104919	624	0.389806744	611.4832536	118.8615493	0.194382346	6	0	7	MMM	no
Model	model_194171356751_4	medium	medium	1	324	3.429384562	784	0.133216479	845.2820513	297.3967348	0.351831361	93	10	20	MMM	no
Model	model_194171356751_4	medium	medium	2	1844	3.035741915	624	0.061009351	699.5170455	219.6090528	0.313943819	17	22	42	MMM	no
Model	model_194171356751_4	medium	medium	3	2344	2.949634892	688	0.20132814	698.9127907	184.0648219	0.263358783	10	7	17	MMM	no
Model	model_194171356751_4	medium	medium	4	2316	3.015056467	656	0.246014068	611.7107438	176.4248459	0.288412207	23	9	22	MMM	no
Model	model_194171356751_4	medium	medium	5	2508	3.026854245	656	0.201602263	682.1277778	208.6345564	0.305858467	11	13	26	MMM	no
Model	model_194171356751_4	medium	medium	6	2536	3.044951541	688	0.31253208	698.4615385	186.4733907	0.266977322	3	12	18	MMM	no
Model	model_194171356751_4	medium	medium	7	3184	3.081474075	672	0.238645049	712.9814815	190.5945853	0.267320527	0	2	4	MMM	no
Model	model_194171356751_4	medium	medium	8	2728	2.82538254	656	0.327682751	606.5853659	152.2492462	0.250993932	12	8	19	MMM	no
Model	model_194171356751_4	medium	medium	9	3164	2.678505611	640	0.278127453	606.7323232	139.1334439	0.229316024	7	4	10	MMM	no
Model	model_194171356751_4	medium	medium	10	2280	3.198566831	640	0.310118286	629.2191781	114.5460662	0.182044779	12	13	33	MMM	no
Model	model_194171356751_4	medium	medium	11	3156	3.06543974	656	0.372669479	637.9142857	169.4692058	0.265661406	0	4	11	MMM	no
Model	model_194171356751_4	medium	medium	12	2972	2.742628894	624	0.390226151	615.0484848	133.2507232	0.216650762	5	1	7	MMM	no
Model	model_194171356751_4	medium	medium	13	3388	2.765788032	640	0.342224148	629.722973	145.5911909	0.231198792	2	0	4	MMM	no
Model	model_194171356751_4	medium	medium	14	2968	3.080277098	624	0.367480783	639.2555556	163.8766854	0.256355512	1	4	9	MMM	no
Model	model_194171356751_4	medium	medium	15	2972	2.712679815	624	0.353427944	580.625	124.7382134	0.214834383	26	1	8	MMM	no
Model	model_194171356751_5	medium	medium	1	764	2.490253741	496	0.158817965	552.921659	129.1928446	0.233654881	74	9	36	MMM	no
Model	model_194171356751_5	medium	medium	2	920	2.610675998	544	0.191604437	521.4210526	110.3963668	0.211722113	93	3	28	MMM	no
Model	model_194171356751_5	medium	medium	3	1744	3.150211627	608	0.364455631	574.2658228	125.0527695	0.217761121	44	11	16	MMM	no
Model	model_194171356751_5	medium	medium	4	1352	2.787836399	624	0.25574672	583.2402235	141.9967871	0.243461924	45	15	39	MMM	no
Model	model_194171356751_5	medium	medium	5	2708	2.865378111	608	0.286114583	603.6291391	133.9200916	0.221858229	12	8	23	MMM	no
Model	model_194171356751_5	medium	medium	6	2720	2.83458681	624	0.239552858	606.7574257	158.4833925	0.261197285	7	5	20	MMM	no
Model	model_194171356751_5	medium	medium	7	2760	2.833765356	640	0.344658307	601.3026316	134.6052239	0.223856037	19	3	11	MMM	no
Model	model_194171356751_5	medium	medium	8	3104	2.883475859	592	0.322018191	586.4779874	145.2137802	0.247603121	4	10	26	MMM	no
Model	model_194171356751_5	medium	medium	9	2572	2.925107678	576	0.382583408	591.9153846	140.6575238	0.237631133	18	6	9	MMM	no
Model	model_194171356751_5	medium	medium	10	3168	2.720456345	592	0.319792505	594.9	146.5443619	0.246334446	8	3	8	MMM	no
Model	model_194171356751_5	medium	medium	11	1764	2.590079304	624	0.331620969	578.8397436	93.72774928	0.161923486	31	2	11	MMM	no
Model	model_194171356751_5	medium	medium	12	2348	2.721633695	624	0.317226392	606.4464286	133.6964294	0.220458763	24	5	15	MMM	no
Model	model_194171356751_5	medium	medium	13	2960	3.050659817	640	0.329208883	648.5396825	183.3165642	0.28266052	1	4	10	MMM	no
Model	model_194171356751_5	medium	medium	14	2940	3.197675763	624	0.428117325	613.8777778	149.9280441	0.244231099	2	5	15	MMM	no
Model	model_194171356751_5	medium	medium	15	3368	2.820271344	608	0.367922417	600.8676471	175.0897589	0.291394885	0	3	9	MMM	no
Model	model_194171356751_6	medium	medium	1	1524	3.009599901	592	0.074078998	783.9804878	280.9484452	0.358361528	12	20	36	MMM	no
Model	model_194171356751_6	medium	medium	2	2464	3.065678559	656	0.211910197	675.2424242	196.332129	0.290757988	1	14	35	MMM	no
Model	model_194171356751_6	medium	medium	3	2324	2.867630478	624	0.258026439	646.5228758	169.4156464	0.262041225	9	12	20	MMM	no
Model	model_194171356751_6	medium	medium	4	1696	2.951401919	640	0.173294098	689.4676617	230.8044987	0.334757541	22	24	28	MMM	no
Model	model_194171356751_6	medium	medium	5	2316	3.046779185	688	0.169972872	718.6031746	175.1552182	0.243744008	4	16	23	MMM	no
Model	model_194171356751_6	medium	medium	6	2300	3.364266105	672	0.202168902	726.3157895	148.3408425	0.204237392	0	14	26	MMM	no
Model	model_194171356751_6	medium	medium	7	2720	3.058754806	640	0.201210944	697.0530973	241.4163532	0.346338542	1	12	23	MMM	no
Model	model_194171356751_6	medium	medium	8	2028	3.278368519	608	0.235398353	617.5125	151.5361338	0.245397678	5	19	47	MMM	no
Model	model_194171356751_6	medium	medium	9	1744	2.660741771	576	0.083815469	614.5906736	145.3593486	0.236514081	37	8	17	MMM	no
Model	model_194171356751_6	medium	medium	10	3160	2.895450989	640	0.341357193	641.5960265	128.3778147	0.200091349	2	2	11	MMM	no
Model	model_194171356751_6	medium	medium	11	3360	2.956109736	640	0.350826642	627.3913043	130.4758312	0.207965635	0	1	10	MMM	no
Model	model_194171356751_6	medium	medium	12	2308	3.347703992	672	0.292526057	613.6506024	159.0349991	0.259162133	8	10	24	MMM	no
Model	model_194171356751_6	medium	medium	13	3368	2.861426628	640	0.393782601	624.1463415	126.4430643	0.202585605	0	2	8	MMM	no
Model	model_194171356751_6	medium	medium	14	2976	2.772231021	608	0.310481138	596.7297297	117.5569209	0.197001951	7	1	7	MMM	no
Model	model_194171356751_6	medium	medium	15	2944	2.770076997	624	0.44518975	595.4787234	160.3473111	0.269274627	4	6	14	MMM	no
Model	model_194171356751_7	medium	medium	1	1308	3.397527694	816	0.09931526	819.67	226.803177	0.276700595	3	21	28	MMM	no
Model	model_194171356751_7	medium	medium	2	1612	3.506716013	928	0.228600806	862.9294118	227.084218	0.263155033	0	30	48	MMM	no
Model	model_194171356751_7	medium	medium	3	2768	2.96340559	640	0.294984448	690.2246377	182.1848089	0.263950023	3	8	10	MMM	no
Model	model_194171356751_7	medium	medium	4	2952	3.12513746	640	0.312745112	621.4361702	136.9187955	0.220326402	3	2	12	MMM	no
Model	model_194171356751_7	medium	medium	5	2552	2.877914376	672	0.292596301	652.6790123	144.4175041	0.221268803	8	10	14	MMM	no
Model	model_194171356751_7	medium	medium	6	2332	3.074259312	624	0.280558185	689.9707602	227.5789286	0.329838512	6	14	31	MMM	no
Model	model_194171356751_7	medium	medium	7	2752	3.059608918	768	0.280844695	715.3064516	182.9835696	0.255811435	2	5	15	MMM	no
Model	model_194171356751_7	medium	medium	8	2376	2.777822732	608	0.238601059	611.1865672	131.72649	0.215525827	9	3	6	MMM	no
Model	model_194171356751_7	medium	medium	9	2968	2.786219166	608	0.21778115	641.0446927	182.9721052	0.285428001	7	3	9	MMM	no
Model	model_194171356751_7	medium	medium	10	2584	2.676310547	608	0.321939535	598.2108108	133.5559561	0.223259014	16	0	4	MMM	no
Model	model_194171356751_7	medium	medium	11	3144	2.725005453	592	0.348706829	588	123.4242661	0.209905214	4	4	15	MMM	no
Model	model_194171356751_7	medium	medium	12	2280	2.741876187	576	0.357549278	585.9393939	139.0461967	0.237304742	7	11	30	MMM	no
Model	model_194171356751_7	medium	medium	13	3372	2.686017357	608	0.324770492	591.4583333	117.5463361	0.198739843	5	0	8	MMM	no
Model	model_194171356751_7	medium	medium	14	3188	2.703926775	608	0.387795168	599.9055556	133.9182461	0.223232215	3	2	4	MMM	no
Model	model_194171356751_7	medium	medium	15	2928	2.786125241	592	0.36792825	579.5	103.7790502	0.17908378	8	1	18	MMM	no
Model	model_194171356751_8	medium	medium	1	2076	3.014983064	704	0.202331517	710.4012739	210.9609455	0.296960258	3	20	32	MMM	no
Model	model_194171356751_8	medium	medium	2	2492	3.086586287	640	0.269227415	668.8045113	159.1801107	0.238006933	1	13	27	MMM	no
Model	model_194171356751_8	medium	medium	3	2448	3.166646302	720	0.155813674	703.2954545	217.7527002	0.30961767	0	18	38	MMM	no
Model	model_194171356751_8	medium	medium	4	2728	3.232012488	720	0.215795284	750.8362069	193.4893717	0.25769851	0	12	19	MMM	no
Model	model_194171356751_8	medium	medium	5	2512	3.017273941	656	0.251690739	721.1409396	221.1746863	0.306701054	0	18	26	MMM	no
Model	model_194171356751_8	medium	medium	6	3148	3.117946865	640	0.371378215	629.892562	140.797246	0.223525811	0	6	14	MMM	no
Model	model_194171356751_8	medium	medium	7	2952	3.092463409	704	0.317482926	686.440678	135.4805973	0.197366796	0	3	14	MMM	no
Model	model_194171356751_8	medium	medium	8	2904	3.063216443	624	0.400399242	612.32	149.6378214	0.244378465	0	13	26	MMM	no
Model	model_194171356751_8	medium	medium	9	2720	3.049225103	656	0.261273326	674.7974684	161.6896057	0.239612051	0	15	20	MMM	no
Model	model_194171356751_8	medium	medium	10	2936	3.062015215	640	0.37135034	645.82	130.91313	0.202708386	0	9	17	MMM	no
Model	model_194171356751_8	medium	medium	11	3380	2.855539862	656	0.355565561	635.6975309	135.3093433	0.212851768	0	2	5	MMM	no
Model	model_194171356751_8	medium	medium	12	3360	2.757124234	640	0.416273371	611.8145695	129.5958774	0.21182215	0	3	11	MMM	no
Model	model_194171356751_8	medium	medium	13	3172	2.931566714	640	0.397770603	620.8695652	129.0049896	0.207781146	1	2	7	MMM	no
Model	model_194171356751_8	medium	medium	14	2960	3.068185752	624	0.402606613	623.4537037	141.4125423	0.22682124	0	2	10	MMM	no
Model	model_194171356751_8	medium	medium	15	3116	2.977454896	640	0.346321152	628.7676056	158.4746243	0.252040059	0	7	21	MMM	no
Model	model_194171356751_9	medium	medium	1	876	3.371178126	896	0.110438958	944.4347826	301.6312884	0.319377573	5	24	40	MMM	no
